komentar,platform
serem bgt anj!!! poconggggg arghhhh!!!! buruan kluar deh,youtube
"Pokoknya karya Jokan wajib gw tonton di bioskop, kenapa bioskop? Karena itu bentuk apresiasi terhadap karya yang bagus",youtube
#PENGANBDISETAN2,youtube
"Play di speed paling lambat di detik 40, sbelum tulisan tanggal tayang 👍",youtube
Kesini grgr liat komen tiktok ada pocong sujud 😭 buat liat diperlambat,youtube
"Wina 👎
Windah basudara👍🤣",youtube
coba pause di detik ke 40 mau ke 41... ada scene tersembunyi...,youtube
rela ngereply berkali²buat dapetin scene pocinya,youtube
Saya yakin Film PS2 ini akan menjadi Indonesian best horor film tahun ini. Yakin. 🔥🔥,youtube
Di detik ke-40 bang joko nyimpen 1 gambar scene terselubung wkwkwk,youtube
"Gila sih ini, semoga lebih keren lagi dari yang sebelumnya, yang pertama aja sampe 3 x nonton",youtube
Gak sabaaaarrrr pengen nonton.....,youtube
"Semoga film Pengabdi Setan jadi film terlaris sepanjang masa bukan film horor"" kanCUT (BASED QUALITY).",youtube
"Di menit keberapa sih woy, gueudh ngulang2 ga ketemu lagi",youtube
 @tcltv2820  00:39 klo gasalah. Kurangin speednya biar keliatan. Itu juga selintas jad harus hati hati nge pause nya,youtube
Anjir gw kesini jg.,youtube
Nyembil ya bang..tapi gw berkali2 skip ga dpt itu glitch nya yg gambar pocin nya😅,youtube
Hereditary apaaan,youtube
Berat sih kayanya mau nyaingin kkn yang udah mapir 10 juta. Tapi setidaknya PS 2 Bisa di atas PS 1 untuk jumlah penontonya,youtube
 @wasirahrah339  dia bilang film horor terbaik bukan terlaris,youtube
" @wasirahrah339  kkn cuma karna penasaran aja rame di ig & di tiktok di tampah yg katanya kisah nya, hampir kebanyakan yg negerti film horor pulang palang ngedumel..beda kelas lah sama pengabdi setan",youtube
ps 5?,youtube
 @brampratama8973  Hm?🤨,youtube
 @brampratama8973  singkatan dari Pengabdi Setan 2,youtube
playstation,youtube
"Gk usah banding2in,cukup tonton dan support karya anak bangsa ❤️",youtube
" @ganeshaindra1024  tau orang indonesia pada pinter2 bnget buat ngebanding2in, tinggal nonton aja ribet bnget",youtube
 @ganeshaindra1024  y,youtube
"Gak bisakah kubu fans KdDP dan fans PS2C berdamai aja? Gak julid gak afdol ya, padahal cuma masalah film/tontonan doang, tinggal nikmati dan kritisi kan udah

Hati-hati bicara, awas ada hati yang terluka
Makin cakap bicara, makin cakap digital bersama",youtube
0:40 ada beberapa pocong lagi sujud (cepet banget scenenya),youtube
"Semoga jangan ada kepikiran dari Mas Joko Anwar dan Rapi Films mengembel-embeli ""Uncut Version""",youtube
Sumpahh ga sabarr parahh,youtube
Aku hrs nonton tp bareng temen ku 😄,youtube
Okayyyy masuk list 🥰,youtube
0:40 apa ini wkwk speed ganti 0.25,youtube
"0:40

Disitu nyempil 1 sin yg bkl jd racun film ini. Bkin kita penasaran. 
Yg disembunyiin pak jokan. 
Ngapain tu poci pd sujud. Wkwk

Perlu ditonton nih film.",youtube
0:40 you must check this Easter egg,youtube
Aktingnya kurang Natural sih mnurut q.,youtube
Pocong sujud,youtube
Baru suara manggil² gitu aja udah serem bgt njirrr...,youtube
Pcong sujud,youtube
"Yuk viralin film keren ini yuk, gak kyk film penampakan di desa penari, cuman hype doang, cerita kaga jelas",youtube
"Film Indonesia paling kutunggu tahun ini, semoga bagus kayak film sebelumnya (atau semoga lebih bagus)",youtube
0:40 ada penampakan,youtube
Ini Film Paling Ditunggu Setelah 5 Tahun Penantian,youtube
0:40,youtube
Horror yang kayak begini nih harus jd film terlaris Indonesia karena story nya emang bagus nggk terus dikasih penampakan...semoga mecahin jumlah penonton dari film pertamanya !!!,youtube
Semoga lebih bagus dari yang pegabdi setan yang pertama.,youtube
Biasanya kubu PS duluan yg mulai.,youtube
"emng ada yg mancing sih,,, hahahaha",youtube
damn cepat banget masa berlalu..kayak kelmarin aja Pengabdi Setan 1 dirilis,youtube
gellap amat tuh kosan. knp gk pindah kosan aja?,youtube
detik 0:40 wow,youtube
"Gils ... 
Kengerian seperti apa yg akan d suguhkan

Yg pasti ga ada jogad joged nari segala kan",youtube
Ada banyak pocong. Kalian bisa pelanin setelah tulisan joko anwar.,youtube
"mantap teasernya, sempet sempetnya nyempilin foto hantu pocong lagi sujud di 0:39",youtube
anjime ada yang sujud wtf,youtube
"makin ga sabar anjir 😂, dr setannya nyembah. top banget vibe nya",youtube
"Aaa akhirnyaa, ga sabar bngtttt",youtube
Itu ada apa ya pas mau ke Agustus 2022 ?,youtube
"sepenggal gini doang gaada jumpscare aja kerasa bgt vibes seremnya, KELASS emang gada lawan ni film",youtube
Anjing serem bat,youtube
Baru ngeh klo didetik 0:39 ada pocong lg pada sujud 😱😰,youtube
Kenapa hantu Indonesia selalu pakai cewe ya?,youtube
siap siap war tiket lagi kawan,youtube
New Viral Tiktok Trending 2022 https://youtu.be/9dE4NDno5hY,youtube
4 Agustus pas hr ultah w lgi 😭Bru bukan kmrin dr rumah pengabdi setan 1 Krn emng w orang sn deket.gk ad yg niat ngasih kado w gtu hehe tiket nonton d hr ultah nanti,youtube
"Sebagus2nya film ini, gak akan bisa menandingi jumlah penonton film terlaris sepanjang masa yg kemarin viral.",youtube
Harusnya bisa sih ngalahin kkn,youtube
"Kecepatan nya di perlambat coba di detik ke 40 ada 1 orang & 4 poci lagi sujud , merinding woi gasabar bgt liat full trailer nya",youtube
"Aku nonton PS 1 aja sampai sekarang kalo mau ke belakang malam2 masih suka ingat karena rumahku ada sumur gk ditutup, PS horor nya dapat banget menakutkan",youtube
Lagi mati lampu tuh ada lilin cmiw,youtube
"Pocong pocong nya sujud Kayak nyembah, antara nyembah darminah atau hantu'ibu ?",youtube
"Check di youtube channel cine crib, itu abis tulisan joko anwar ada glitch. Ada scene pocong lg sujud",youtube
 @normanhadipratama4529  iya kagett bgt bisa2nya ditaro diglitch otaknya gila si,youtube
Teasernya gelap banget. Sengaja bgt dsuruh nnton di tempat yg gelap trus brightness nya gedein dkit. Baru kliatan.,youtube
Joko anwar gaada lawan,youtube
Iya luh glitch sekelebat,youtube
jad gak sabar mau nonton,youtube
"Vibes seremnya rupanya diganti vibes lawaknya ngab 🤣
Horror apa lawak nih?",youtube
"Cuman ngasih info doang, kalau film horror itu tidak harus ada jumpscare",youtube
0:40,youtube
Terlaris bukan berarti terbaik wkwk. Viral krn kebanyakan fomo doang,youtube
Emang yang kemarin dirilis di Eropa dan USA seperti pengabdi setan pertama?? 👀,youtube
terlaris tapi bukan terbaik,youtube
"Iya, bakal beda ini. Soalnya bener-bener belum tau ceritanya gimana.",youtube
Betul tuh,youtube
"Nanti di posternya pengabdi setan 2 harus di tulis uncut juga hehehe, biar rame haha tetel sih pengabdi setan jadi film horor terbaik ku",youtube
Viral doang tapi gak terbaik,youtube
Jumpscare a la James Wan : hantu suster. Jumpscare a la Joko Anwar : judul film.,youtube
"ngeliat comment an nya pd rasis sm film horror sebelah.. gw suka pertikaian antar fans horror sebelah sm horror ini.. terlepas dr itu, teasernya bgs sih merinding gmn gitu ._. gasabar pen liat!",youtube
Kkn attack,youtube
0:39,youtube
0:40 tolong di pause,youtube
diperlambat dan liat 0:40,youtube
Tidak seperti flm NKK di desa Konoha,youtube
0:40,youtube
0:39,youtube
Tetap jadi my best list movie of the year. Can't wait!!,youtube
0:40,youtube
Antara 00:40 dan 00:41,youtube
Pake hashtag #kalahkankkn gak? Wkwkw,youtube
Can't waittt!!!,youtube
Itu ko bnyak pocong ya,youtube
Insidious versi Indo kali.. Mirip bgt musiknya,youtube
Singkat banget sih.. hmmm jadi bete wkwkw,youtube
Gw nonton pengabdi setan 1 aja masih kebayang bayang njirr sampe sekarang adegannya 🤧,youtube
wow pas bgt sm ultahh ku wkwk,youtube
0:40,youtube
0:40,youtube
Serem ih wina -> https://youtu.be/jXxf9J3ntGs,youtube
Ini serem banget asli -> https://youtu.be/jXxf9J3ntGs,youtube
Dari kualitas udh kalah kok💪,youtube
Film horor Insidious masih jaman ya? Udah punah juga,youtube
" @earthquakevideoworld1899  jgn gt kak,, insds 1 itu masterpiece juga menurutku bagus bgt",youtube
Anjayyy itu gedung rusun nya seremmm amat ya,youtube
"Aduh, judulnya pas muncul kayak conjuring",youtube
"Ah gak bikin tegang ah, gak ada yg nari sama ehm ehm nya",youtube
Dlu saya nonton yg ke 1 sama pacar. tapi skrg udh putus 😑😑,youtube
"Perasaaan film setan melulu......
Yg di puter terus",youtube
"Pasti keren nih filmnya
Tp jangan jangan yg didalam lift itu sosok penari💃",youtube
"yang kkn, yg kata nya based on true story. pdhl saksi hidup saksi mata nihil. kata nya sih di sembunyikan identitas sm penulis nya, lantas apakah bisa di percaya? tentu tidak gmn klo penulis tersebut mengarang? wkwk. apa klo ada kejadian seperti itu gak meledak dan jadi seheboh2 nya? apa dr sekian mahasiswa gaada yg sadar 2 teman nya pernah meninggal saat kkn, pihak kampus dll? bagaimana? tutup mulut demi jaga nama baik? dan penonton kita nurut2 aja? hahaha sebuah hal bodoh di tipu dengan cerita seperti itu. kalau mau debat dgn sy soal film kkn bukti kan dlu kalau cerita kebanggaan mu itu memang asli. sy team pengabdi setan yg ga pake embel2 gimmick dan pembodohan masyarakat. pure berkarya bikin film horror untuk hiburan.",youtube
Pas detik 0:40 coba pake kecepatan 2x dan pause itu pocong pada sujud cuyyy...,youtube
00:40 itu apaan anjirrr,youtube
kkn ketar ketir melihat teaser ini,youtube
Takutt,youtube
Pause skitar 0:40 kyk bungkusan mayat mcm pocong bnyk bgt 😱,youtube
Ini bukan lanjutannya Pengabdi Setan?,youtube
Ko enak bener suara nya ibu panggil Wina nya😂,youtube
"JANGAN SAMPAI FILM INI GAK BOOMING.
WAJIB BOOMING SOALNYA,
#PENGABDISETAN2TOPHORRORMOVIEINDONESIA",youtube
Mak gw merinding,youtube
Psti nih film seru tpi aku tkut nya umurnya 17 tpi gpp seru filmnya scene ke 2 pengadi setan serem banget njir,youtube
On my Birthday? FOR REAL?,youtube
nggak ada joget-jogetnya ini kan ???,youtube
gila gasabar bgtt bakal pecah si ni film,youtube
Conjuring udh selesai,youtube
😂,youtube
Ada gatotkaca 9 juni,youtube
Ogah.....,youtube
"Gak ada film action,a males...",youtube
" @ilhamwahyu5730  terserah lu deh nonton masih di bajakan aja banyak mau nya, malu dong😂",youtube
Horor lebih banyak peminat nya btw,youtube
Kalo ogah kenapa bac*d? Wkwk kurang kerjaan,youtube
Kalau saya tim kedua-duanya boleh gak? Saya suka film KKN dan film2 Bang Jokan,youtube
" @mnaryobimo8755  boleh bang sah2 aja ga masalah, itu juga pendapat sy pribadi",youtube
Strategi marketing ga si,youtube
"ini lanjutannya.. set tempatnya sekarang di rumah rusun, kan di ending PS pertama keluarga Rini pindah ke rumah rusun",youtube
 @Junapyrey  oiya iya.. gw bingung aja si ibunya siapa sekarang..,youtube
iyaa banget,youtube
Lalisa,youtube
Bentar ini secara timeline gimana ni? Klo gw ga salah kan di pengabdi setan pertama ada karakter kyak suami istri gitu di endingnya dan kelakuan mereka sus bngt tuh (IMHO) apakah timeline nya bakal start dari situ atau ini cerita baru timeline baru,youtube
Ada poci nya,youtube
0:40 coba lihat lebih detail....,youtube
Sambalak inie. Kagetku! Hahaa,youtube
0:40 thank me later,youtube
Menit 0.39,youtube
O.39,youtube
O:39,youtube
"Akhirnya keluar film horor indonesia tanpa gimmick2, dan halusinasi castnya...",youtube
"Jadi inget dulu dibawah kasur.. ada yg mangil"" begini suara nya alussss banget lebih alus suara hantu, dripada suara gw haduh merinding🥲",youtube
Ini pasti warga  Rusun,youtube
0:40 itu batara ya?,youtube
pdhl setan nya kaga ada tapi suasana nya bkin nutup telinga kwkw,youtube
Film horor ini Unimaginable sampai pulang ke rumah,youtube
baru teaser udah kaya gini!?! 😩 seremm bgttt,youtube
Bakal jadi saingannya film kkn nih 😂,youtube
"Wah, Mantap sekali
Atmosfir horornya dapet banget!

Sekalian nitip klip horor juga ya hehe

https://youtu.be/vEwO0kbj5lE",youtube
Can't Wait Pengabdi Setan 2: Communion. Dari Teaser aja udah kelihatan film ini berkualitas banget dan Jelas Banget Karya Joko Anwar yang kali ini high Quality,youtube
Ini jelas Film horor terbaik Indonesia  bukan film terlaris yg ngakunya horor,youtube
Film horor yang paling ditunggu dan akan menembus lagi perfilm jurig indonsia,youtube
Lanjut kemaren bang.,youtube
 @maspapan7104  ah oke2,youtube
"Iya itu darminah dan suami nya, cita cita mereka nyebar ajaran sekte sesat nya😅",youtube
"Kalo tebakan aku, kayanya anak di adegan ini mengalami hal yg sama seperti keluarga di film pertama. Sepertinya orang tuanya juga masuk dalam sekte itu, dan sepertinya akan ada dua keluarga yg akan di teror di film keduanya nanti.

Tapi ini cuman tebakan doang sih😅",youtube
Halusinasi cast yang katanya ketemu sosok gaib asli padahal cuma karakter fiktif? 😛😛😛😛,youtube
 @umen_umen  aowkaowk KKN tuh 😂,youtube
 @umen_umen  iya hahah malah kesannya jadi lebay,youtube
Ada Yang versi jadul juga gak kalah serem terus endingnya juga agak membangongkan,youtube
"yu bisa yu trending, film bapak joko anwar ngga pernah mengecewakan penonton nya.. . efek efek bagus,  dan  lebih dapet feel horor nya, ini udah bagus banget. si.",youtube
Kayanya ini anak ngalamin hal yg sama pada keluarga di film pertama. Sepertinya akan ada teror 2 keluarga sekali gus di film ini.,youtube
KAGETTTT BANGSATTT,youtube
Semangat terus,youtube
Gelap amat,youtube
"Smoga gak kaya film pertama 
awal smp 60% filmnya jln bagus pake banget , eh 60 keatas malah jelek bgt brasa nonton film zombie bkn hantu",youtube
Dari judulnya aja udah horor banget apalagi isinya udah pasti daging semua,youtube
inilah film horor dengan ketegangan yang sesungguhnya semoga film ini laris di tonton banyak penonton dan semoga bisa melebihi penonton film horor kkn,youtube
Film remake yang 90s terbaik,youtube
"Hmm, yang bikin menarik, ketika di Teaser ini ada scene dimana ada sekumpulan pocong yang lagi sujud dan ada seseorang entah siapa itu karena wajahnya ketutup sama cahaya lampu senter. Kemungkinan besar, akan ada banyak keluarga di gedung apartemen ini yang mengikuti sekte sesad 🤫🤫🤫🤫🤫🤫",youtube
"Wah film yang benar² menakutkan dicampur dengan sutradaranya Joko Anwar pasti sudah menjanjikan bener baru aja teaser udah sesrem itu fullnya yakin nih bakal lebih serem yuk guys buat film Indonesia horor ini kembali memegang tahtanya yuk guys dukung film Indonesia yang satu ini horor yang berkualitas, Serem + Ceritanya beuh ngak usah diragukan lagi 👹🙏.",youtube
"Horror yg merinding nya sampai ke ubun-ubun,",youtube
"Nah ini baru film horror yang worth it, bukan yang cuman modal adegan wikwik doang😁",youtube
ngga ada adegan mandi dan adegan di hutan,youtube
mayat hidupp sujud yaampuun ngeri anjirrr,youtube
Baru gini aja dah merinding,youtube
Ini film horor yg paling aku takutin,youtube
"Katanya joko anwar gamau bikin ps2
Ngikut2 sineas as nih
Kais duit langsung bikin sekuel wkwk",youtube
"edan...soundnya dan gambarnya udah bikin merinding

Ga perlu lebay dalam atribut/kostum

Teaser aja udah bikin merinding",youtube
"Kata nya ada pocong .di menit 0,01 detik",youtube
Trailernya niy https://youtu.be/jXxf9J3ntGs,youtube
Scene paling hororr ->> https://youtu.be/jXxf9J3ntGs,youtube
Wina nya serem banget https://youtu.be/jXxf9J3ntGs,youtube
"Cuma mau bilang,,,,, ini film latarnya tahun 90-an jadi maklum lah.... Listrik dulu beda ama sekarang, dan biar suasana horonya itu makin kerasa apalagi malam. Mana ada hantu mau nongol di tempat terang.",youtube
Lah kmu gak nonton Pengabdi Setan 1980 ya? Di PS jadul juga ada scene zombie yg bangkit oleh para sekte,youtube
 @sipadi5735  bodo amat,youtube
Lah kan cerita asli pengabdi setan memang para mayat bangkit dari kubur😅 kau gimana si,youtube
Ini film itu hasil remake jadi patut lah ada scene mayat hidup(zombie) di filmnya. Karena emang film pertamanya ada scene itu juga ada mayat hidup.,youtube
 igen rivimansyah song creation  emang sih agak sulit buat nyalip KKN tapi semoga aja alur ceritanya bagus strategi marketing juga bagus,youtube
SEPEMIKIRAN!!!! DAN TOKOH BARUNYA INI BAKAL NGUNGKAPIN SEBAGIAN DARI PARA KULTUS INI!!!!! kalo langsung semuanya aku rasa kurang kalo cuma 1 film 😅,youtube
" @StProgress340  wkwk, siap siap. Next sekuel berikut nya deh, moga JA gak kehabisan ide yak 😆",youtube
Kok aku nggak liat ya....???,youtube
 @arifudinarif6566  Detik 40 terus diperlambat🙂,youtube
Gak kok emang sengaja gantung filmnya,youtube
" @sipadi5735  ps1 sebenernya prequel ke yg tahun 1980 jadi ending nya udah make sense
Dan kmrn juga si joko di interview gamau bikin sekuel karena dia mau bikin setiap film beda janji joni gundala kala dll",youtube
"Ya gk papa sih asal hasilnya bagus dan nyambung, semua film yg sukses gk mungkin gk dibuat  sekuelnya misalnya Avatar, Avengers triologi",youtube
" @sipadi5735  yah yg gw gasuka si
Ide nya itu2 aja di hollywood skrg kerjaan nya remake reboot ato gak sekuel film yg udh brp tahun gak tayang
Dan sekuel pun ada juga yg kurang sukses
Avatar kata gw gabakal 2milyar lagi si",youtube
Gambar apa yg lu liat? Gelap hitam gulita begini 🤣 ngakak,youtube
" @Lee-ph4vr  bacot bet nih orang, mungkinkah biar terkesan Horor komen aja hidup Luh tinggal nonton doang juga",youtube
"Nah... kalo kita bedah...
1.teror kali ini akan full satu gedung,. Termasuk si NINA... 
Efek dari pindah nya keluarga rini ke RUSUN.
2. Di detik 40, sin pocong sujud... diyakini para pengikut sekte yg mayat nya di tolak bumi seperti si ibu... dan sujud ke siapa ? Di yakini IAN,... karena kita tau di ending  terakhir... ian adalah titisan iblis.
4. Yg nyenter siapa ? Sepertinya si bapak .. karena kaget... dia diam mematung.. yg di yakini kaget karena ian bisa jadi pemimpin sekte ini.
5. Untuk ian sendiri dia belum Mati ya...
6. Nah di antara pocong2 tsb... mungkin ada DARMINAH dan bahtara.",youtube
